Source,Target,Type,Id,Label,timeset,Weight
977,3943,Directed,208,,,1
958,3917,Directed,209,,,1
208,1687,Directed,210,,,1
208,1688,Directed,211,,,1
208,1689,Directed,212,,,1
208,1690,Directed,213,,,1
208,1691,Directed,214,,,1
208,1692,Directed,215,,,1
208,1693,Directed,216,,,1
208,1694,Directed,217,,,1
208,3951,Directed,218,,,1
208,1696,Directed,219,,,1
208,1697,Directed,220,,,1
208,1698,Directed,221,,,1
208,1699,Directed,222,,,1
784,3781,Directed,223,,,1
784,3250,Directed,224,,,1
283,3236,Directed,225,,,1
485,1709,Directed,226,,,1
485,3249,Directed,227,,,1
954,3288,Directed,228,,,1
986,3325,Directed,229,,,1
54,1719,Directed,230,,,1
54,3514,Directed,231,,,1
54,2722,Directed,232,,,1
54,3080,Directed,233,,,1
54,2099,Directed,234,,,1
54,2000,Directed,235,,,1
54,2792,Directed,236,,,1
54,1726,Directed,237,,,1
54,1727,Directed,238,,,1
54,3896,Directed,239,,,1
54,1729,Directed,240,,,1
54,1730,Directed,241,,,1
54,1731,Directed,242,,,1
54,3023,Directed,243,,,1
54,3158,Directed,244,,,1
54,1734,Directed,245,,,1
54,1735,Directed,246,,,1
54,1736,Directed,247,,,1
54,1737,Directed,248,,,1
54,3025,Directed,249,,,1
54,1739,Directed,250,,,1
54,3027,Directed,251,,,1
54,1741,Directed,252,,,1
54,3860,Directed,253,,,1
54,1743,Directed,254,,,1
815,3772,Directed,255,,,1
815,3931,Directed,256,,,1
1081,2120,Directed,257,,,1
325,1750,Directed,258,,,1
325,3079,Directed,259,,,1
325,1752,Directed,260,,,1
325,1753,Directed,261,,,1
325,1754,Directed,262,,,1
325,1755,Directed,263,,,1
325,1756,Directed,264,,,1
325,1757,Directed,265,,,1
325,1758,Directed,266,,,1
325,1759,Directed,267,,,1
325,1760,Directed,268,,,1
325,1761,Directed,269,,,1
325,3958,Directed,270,,,1
325,1763,Directed,271,,,1
325,1764,Directed,272,,,1
187,3189,Directed,273,,,1
187,3581,Directed,274,,,1
187,2462,Directed,275,,,1
187,3921,Directed,276,,,1
187,3120,Directed,277,,,1
210,3638,Directed,278,,,1
210,2569,Directed,279,,,1
36,3704,Directed,280,,,1
36,1776,Directed,281,,,1
475,3720,Directed,282,,,1
390,1792,Directed,283,,,1
390,3129,Directed,284,,,1
390,3632,Directed,285,,,1
390,1795,Directed,286,,,1
390,3813,Directed,287,,,1
390,3130,Directed,288,,,1
390,3519,Directed,289,,,1
390,1799,Directed,290,,,1
390,3520,Directed,291,,,1
390,1801,Directed,292,,,1
390,1802,Directed,293,,,1
390,1803,Directed,294,,,1
390,1804,Directed,295,,,1
390,1805,Directed,296,,,1
390,1806,Directed,297,,,1
390,1807,Directed,298,,,1
390,1808,Directed,299,,,1
390,1809,Directed,300,,,1
796,3858,Directed,301,,,1
796,3887,Directed,302,,,1
796,1852,Directed,303,,,1
828,3164,Directed,304,,,1
969,2920,Directed,305,,,1
873,3958,Directed,306,,,1
873,3608,Directed,307,,,1
114,3780,Directed,308,,,1
114,3709,Directed,309,,,1
114,3823,Directed,310,,,1
114,3160,Directed,311,,,1
114,1868,Directed,312,,,1
114,1869,Directed,313,,,1
114,3335,Directed,314,,,1
114,1871,Directed,315,,,1
114,3522,Directed,316,,,1
114,3720,Directed,317,,,1
114,3249,Directed,318,,,1
114,1875,Directed,319,,,1
114,3781,Directed,320,,,1
114,3250,Directed,321,,,1
114,2309,Directed,322,,,1
114,1879,Directed,323,,,1
114,1880,Directed,324,,,1
114,2441,Directed,325,,,1
114,3251,Directed,326,,,1
114,1883,Directed,327,,,1
114,1884,Directed,328,,,1
114,3782,Directed,329,,,1
114,1886,Directed,330,,,1
114,1887,Directed,331,,,1
114,1888,Directed,332,,,1
114,2809,Directed,333,,,1
114,3957,Directed,334,,,1
114,3204,Directed,335,,,1
114,2840,Directed,336,,,1
114,3580,Directed,337,,,1
114,1894,Directed,338,,,1
114,2842,Directed,339,,,1
114,1896,Directed,340,,,1
114,3446,Directed,341,,,1
961,3921,Directed,342,,,1
42,3915,Directed,343,,,1
42,3459,Directed,344,,,1
42,1907,Directed,345,,,1
42,2711,Directed,346,,,1
42,3472,Directed,347,,,1
42,3481,Directed,348,,,1
42,2715,Directed,349,,,1
1289,3801,Directed,350,,,1
122,2565,Directed,351,,,1
122,2285,Directed,352,,,1
122,1935,Directed,353,,,1
122,1936,Directed,354,,,1
122,1937,Directed,355,,,1
122,2685,Directed,356,,,1
122,1939,Directed,357,,,1
37,3704,Directed,358,,,1
37,1942,Directed,359,,,1
37,1943,Directed,360,,,1
37,1944,Directed,361,,,1
37,1945,Directed,362,,,1
37,1946,Directed,363,,,1
633,3738,Directed,364,,,1
342,3146,Directed,365,,,1
191,3356,Directed,366,,,1
191,3806,Directed,367,,,1
322,1955,Directed,368,,,1
322,3078,Directed,369,,,1
974,3283,Directed,370,,,1
1227,2685,Directed,371,,,1
871,3828,Directed,372,,,1
482,3523,Directed,373,,,1
483,3523,Directed,374,,,1
483,3286,Directed,375,,,1
231,3514,Directed,376,,,1
616,1967,Directed,377,,,1
616,3377,Directed,378,,,1
476,3720,Directed,379,,,1
476,3523,Directed,380,,,1
165,3192,Directed,381,,,1
165,3851,Directed,382,,,1
165,2850,Directed,383,,,1
702,3792,Directed,384,,,1
55,1990,Directed,385,,,1
55,3712,Directed,386,,,1
55,1992,Directed,387,,,1
55,3844,Directed,388,,,1
55,1994,Directed,389,,,1
55,2985,Directed,390,,,1
55,1996,Directed,391,,,1
55,2904,Directed,392,,,1
55,1998,Directed,393,,,1
55,2049,Directed,394,,,1
55,2000,Directed,395,,,1
55,3821,Directed,396,,,1
55,2214,Directed,397,,,1
55,3555,Directed,398,,,1
55,2004,Directed,399,,,1
55,2005,Directed,400,,,1
55,3795,Directed,401,,,1
55,3306,Directed,402,,,1
55,2008,Directed,403,,,1
55,2009,Directed,404,,,1
55,2010,Directed,405,,,1
55,2011,Directed,406,,,1
55,2012,Directed,407,,,1
55,3798,Directed,408,,,1
55,2127,Directed,409,,,1
55,2015,Directed,410,,,1
55,2016,Directed,411,,,1
55,2017,Directed,412,,,1
55,2018,Directed,413,,,1
55,2019,Directed,414,,,1
55,3799,Directed,415,,,1
55,2021,Directed,416,,,1
55,3800,Directed,417,,,1
55,2023,Directed,418,,,1
55,2024,Directed,419,,,1
55,2025,Directed,420,,,1
55,2026,Directed,421,,,1
55,2027,Directed,422,,,1
55,2028,Directed,423,,,1
55,2029,Directed,424,,,1
55,2030,Directed,425,,,1
419,3129,Directed,426,,,1
419,3519,Directed,427,,,1
419,3520,Directed,428,,,1
419,2035,Directed,429,,,1
751,3706,Directed,430,,,1
751,3331,Directed,431,,,1
751,2039,Directed,432,,,1
751,3293,Directed,433,,,1
751,3567,Directed,434,,,1
751,2042,Directed,435,,,1
405,2049,Directed,436,,,1
406,2049,Directed,437,,,1
1099,3854,Directed,438,,,1
882,2907,Directed,439,,,1
115,3780,Directed,440,,,1
87,2055,Directed,441,,,1
87,3985,Directed,442,,,1
87,2057,Directed,443,,,1
87,2979,Directed,444,,,1
87,2059,Directed,445,,,1
87,2980,Directed,446,,,1
87,3429,Directed,447,,,1
87,3928,Directed,448,,,1
87,2063,Directed,449,,,1
87,3930,Directed,450,,,1
87,2065,Directed,451,,,1
87,3220,Directed,452,,,1
87,3180,Directed,453,,,1
87,2254,Directed,454,,,1
87,2069,Directed,455,,,1
87,2576,Directed,456,,,1
87,2983,Directed,457,,,1
87,2984,Directed,458,,,1
87,2073,Directed,459,,,1
87,2074,Directed,460,,,1
87,2075,Directed,461,,,1
87,2076,Directed,462,,,1
87,3702,Directed,463,,,1
87,2635,Directed,464,,,1
87,2555,Directed,465,,,1
87,2080,Directed,466,,,1
87,2081,Directed,467,,,1
409,2203,Directed,468,,,1
403,3599,Directed,469,,,1
284,3236,Directed,470,,,1
363,3289,Directed,471,,,1
386,2099,Directed,472,,,1
535,2847,Directed,473,,,1
467,2105,Directed,474,,,1
467,3730,Directed,475,,,1
467,3731,Directed,476,,,1
1082,2120,Directed,477,,,1
301,3759,Directed,478,,,1
414,2122,Directed,479,,,1
414,2123,Directed,480,,,1
414,2124,Directed,481,,,1
414,3887,Directed,482,,,1
414,2640,Directed,483,,,1
414,2127,Directed,484,,,1
414,2128,Directed,485,,,1
414,2129,Directed,486,,,1
454,3842,Directed,487,,,1
454,3958,Directed,488,,,1
285,3236,Directed,489,,,1
285,3237,Directed,490,,,1
285,3892,Directed,491,,,1
285,2136,Directed,492,,,1
285,2137,Directed,493,,,1
285,3142,Directed,494,,,1
285,2139,Directed,495,,,1
285,2140,Directed,496,,,1
285,2141,Directed,497,,,1
429,2143,Directed,498,,,1
429,3974,Directed,499,,,1
429,3626,Directed,500,,,1
429,3627,Directed,501,,,1
426,2149,Directed,502,,,1
426,2792,Directed,503,,,1
902,2434,Directed,504,,,1
248,3246,Directed,505,,,1
248,3249,Directed,506,,,1
248,2157,Directed,507,,,1
248,3806,Directed,508,,,1
1181,3477,Directed,509,,,1
888,3306,Directed,510,,,1
302,3759,Directed,511,,,1
302,2169,Directed,512,,,1
302,3599,Directed,513,,,1
302,2171,Directed,514,,,1
302,2172,Directed,515,,,1
302,2173,Directed,516,,,1
302,2174,Directed,517,,,1
302,2705,Directed,518,,,1
302,2176,Directed,519,,,1
302,2177,Directed,520,,,1
302,3020,Directed,521,,,1
703,3792,Directed,522,,,1
703,2180,Directed,523,,,1
703,3143,Directed,524,,,1
220,2182,Directed,525,,,1
220,3145,Directed,526,,,1
220,2184,Directed,527,,,1
220,2185,Directed,528,,,1
220,2186,Directed,529,,,1
220,2187,Directed,530,,,1
220,3070,Directed,531,,,1
220,3074,Directed,532,,,1
220,2190,Directed,533,,,1
220,2191,Directed,534,,,1
220,2192,Directed,535,,,1
220,2193,Directed,536,,,1
220,2194,Directed,537,,,1
220,2195,Directed,538,,,1
220,2335,Directed,539,,,1
220,2197,Directed,540,,,1
220,2198,Directed,541,,,1
306,2199,Directed,542,,,1
306,2651,Directed,543,,,1
306,2652,Directed,544,,,1
306,3403,Directed,545,,,1
306,2203,Directed,546,,,1
306,3657,Directed,547,,,1
211,3638,Directed,548,,,1
211,2206,Directed,549,,,1
817,3555,Directed,550,,,1
560,2214,Directed,551,,,1
560,3822,Directed,552,,,1
560,2216,Directed,553,,,1
968,2217,Directed,554,,,1
968,2809,Directed,555,,,1
968,2219,Directed,556,,,1
968,2220,Directed,557,,,1
434,2968,Directed,558,,,1
744,3805,Directed,559,,,1
744,3164,Directed,560,,,1
744,2229,Directed,561,,,1
874,3958,Directed,562,,,1
448,3063,Directed,563,,,1
448,2235,Directed,564,,,1
448,2236,Directed,565,,,1
448,2237,Directed,566,,,1
448,2238,Directed,567,,,1
448,2239,Directed,568,,,1
448,3113,Directed,569,,,1
448,2241,Directed,570,,,1
202,3852,Directed,571,,,1
202,2244,Directed,572,,,1
202,2245,Directed,573,,,1
202,2246,Directed,574,,,1
202,2247,Directed,575,,,1
202,2248,Directed,576,,,1
202,2249,Directed,577,,,1
202,2250,Directed,578,,,1
202,2251,Directed,579,,,1
202,2252,Directed,580,,,1
202,2253,Directed,581,,,1
996,2254,Directed,582,,,1
523,2420,Directed,583,,,1
818,3555,Directed,584,,,1
875,3958,Directed,585,,,1
959,3917,Directed,586,,,1
1100,3854,Directed,587,,,1
305,2285,Directed,588,,,1
43,3915,Directed,589,,,1
43,2290,Directed,590,,,1
43,3467,Directed,591,,,1
524,2420,Directed,592,,,1
116,3780,Directed,593,,,1
117,3780,Directed,594,,,1
117,3159,Directed,595,,,1
117,3246,Directed,596,,,1
117,3390,Directed,597,,,1
117,3248,Directed,598,,,1
117,3523,Directed,599,,,1
117,2306,Directed,600,,,1
117,2307,Directed,601,,,1
117,3162,Directed,602,,,1
117,2309,Directed,603,,,1
691,3332,Directed,604,,,1
691,2517,Directed,605,,,1
692,3332,Directed,606,,,1
692,3580,Directed,607,,,1
928,3377,Directed,608,,,1
883,2907,Directed,609,,,1
340,3315,Directed,610,,,1
340,2328,Directed,611,,,1
340,3210,Directed,612,,,1
340,2330,Directed,613,,,1
384,2331,Directed,614,,,1
384,3248,Directed,615,,,1
384,3250,Directed,616,,,1
384,3180,Directed,617,,,1
384,2335,Directed,618,,,1
1040,2984,Directed,619,,,1
585,2423,Directed,620,,,1
1048,3893,Directed,621,,,1
1048,3941,Directed,622,,,1
184,2971,Directed,623,,,1
663,3496,Directed,624,,,1
331,2601,Directed,625,,,1
331,2380,Directed,626,,,1
550,2386,Directed,627,,,1
550,2761,Directed,628,,,1
38,3704,Directed,629,,,1
38,2968,Directed,630,,,1
978,3943,Directed,631,,,1
1089,3824,Directed,632,,,1
422,3137,Directed,633,,,1
212,3638,Directed,634,,,1
86,2418,Directed,635,,,1
86,2419,Directed,636,,,1
86,2420,Directed,637,,,1
86,2421,Directed,638,,,1
86,2422,Directed,639,,,1
86,2423,Directed,640,,,1
86,2424,Directed,641,,,1
86,3073,Directed,642,,,1
86,3974,Directed,643,,,1
86,2427,Directed,644,,,1
606,3113,Directed,645,,,1
446,3729,Directed,646,,,1
446,2434,Directed,647,,,1
316,2569,Directed,648,,,1
224,2437,Directed,649,,,1
224,3335,Directed,650,,,1
224,2439,Directed,651,,,1
224,3440,Directed,652,,,1
224,2441,Directed,653,,,1
224,2983,Directed,654,,,1
224,3957,Directed,655,,,1
224,2444,Directed,656,,,1
411,2548,Directed,657,,,1
411,3581,Directed,658,,,1
411,3825,Directed,659,,,1
411,2462,Directed,660,,,1
411,2463,Directed,661,,,1
411,3921,Directed,662,,,1
411,3120,Directed,663,,,1
1066,3957,Directed,664,,,1
280,2468,Directed,665,,,1
280,2469,Directed,666,,,1
280,3496,Directed,667,,,1
280,2471,Directed,668,,,1
940,3894,Directed,669,,,1
940,3608,Directed,670,,,1
940,2477,Directed,671,,,1
940,2478,Directed,672,,,1
940,2479,Directed,673,,,1
238,3728,Directed,674,,,1
238,2483,Directed,675,,,1
602,2492,Directed,676,,,1
602,3377,Directed,677,,,1
602,3646,Directed,678,,,1
602,2495,Directed,679,,,1
177,2504,Directed,680,,,1
177,3371,Directed,681,,,1
177,2506,Directed,682,,,1
125,2507,Directed,683,,,1
125,2566,Directed,684,,,1
125,2509,Directed,685,,,1
125,2510,Directed,686,,,1
125,2511,Directed,687,,,1
125,2512,Directed,688,,,1
125,2513,Directed,689,,,1
125,2514,Directed,690,,,1
884,2517,Directed,691,,,1
540,2979,Directed,692,,,1
975,3283,Directed,693,,,1
128,2525,Directed,694,,,1
128,3553,Directed,695,,,1
745,3805,Directed,696,,,1
227,2568,Directed,697,,,1
227,3895,Directed,698,,,1
227,3285,Directed,699,,,1
665,2981,Directed,700,,,1
930,3542,Directed,701,,,1
930,2541,Directed,702,,,1
960,3986,Directed,703,,,1
65,2544,Directed,704,,,1
65,3983,Directed,705,,,1
65,3984,Directed,706,,,1
65,2547,Directed,707,,,1
65,2548,Directed,708,,,1
65,2549,Directed,709,,,1
65,2550,Directed,710,,,1
65,2551,Directed,711,,,1
65,3406,Directed,712,,,1
65,3904,Directed,713,,,1
65,2554,Directed,714,,,1
65,2555,Directed,715,,,1
1078,3743,Directed,716,,,1
1072,3941,Directed,717,,,1
123,2565,Directed,718,,,1
123,3470,Directed,719,,,1
123,2560,Directed,720,,,1
123,2561,Directed,721,,,1
124,2565,Directed,722,,,1
127,2566,Directed,723,,,1
228,2568,Directed,724,,,1
229,2568,Directed,725,,,1
317,2569,Directed,726,,,1
477,3720,Directed,727,,,1
797,3858,Directed,728,,,1
797,3203,Directed,729,,,1
486,3731,Directed,730,,,1
1027,2576,Directed,731,,,1
216,3749,Directed,732,,,1
216,3283,Directed,733,,,1
216,2585,Directed,734,,,1
332,2601,Directed,735,,,1
332,2602,Directed,736,,,1
332,3893,Directed,737,,,1
332,2604,Directed,738,,,1
332,3743,Directed,739,,,1
332,2606,Directed,740,,,1
332,2607,Directed,741,,,1
556,3821,Directed,742,,,1
101,2614,Directed,743,,,1
101,3560,Directed,744,,,1
101,2616,Directed,745,,,1
146,3964,Directed,746,,,1
146,3792,Directed,747,,,1
146,2619,Directed,748,,,1
146,3143,Directed,749,,,1
146,3560,Directed,750,,,1
146,2622,Directed,751,,,1
146,2623,Directed,752,,,1
1238,2625,Directed,753,,,1
1232,2635,Directed,754,,,1
1136,2640,Directed,755,,,1
1303,3402,Directed,756,,,1
1012,2923,Directed,757,,,1
852,3920,Directed,758,,,1
526,2645,Directed,759,,,1
526,3377,Directed,760,,,1
919,3180,Directed,761,,,1
919,2648,Directed,762,,,1
919,2649,Directed,763,,,1
307,2651,Directed,764,,,1
307,2652,Directed,765,,,1
491,3511,Directed,766,,,1
491,3513,Directed,767,,,1
492,3511,Directed,768,,,1
470,3318,Directed,769,,,1
470,3523,Directed,770,,,1
374,2985,Directed,771,,,1
685,2813,Directed,772,,,1
685,2816,Directed,773,,,1
748,3357,Directed,774,,,1
471,3318,Directed,775,,,1
471,2675,Directed,776,,,1
876,3958,Directed,777,,,1
557,3821,Directed,778,,,1
1228,2685,Directed,779,,,1
558,3821,Directed,780,,,1
401,2687,Directed,781,,,1
401,3599,Directed,782,,,1
401,3792,Directed,783,,,1
401,2690,Directed,784,,,1
289,3831,Directed,785,,,1
502,3653,Directed,786,,,1
716,2705,Directed,787,,,1
76,3170,Directed,788,,,1
324,3459,Directed,789,,,1
324,2711,Directed,790,,,1
324,3473,Directed,791,,,1
324,3480,Directed,792,,,1
324,3481,Directed,793,,,1
324,2715,Directed,794,,,1
324,2716,Directed,795,,,1
185,2971,Directed,796,,,1
185,2722,Directed,797,,,1
185,2870,Directed,798,,,1
185,2724,Directed,799,,,1
185,2974,Directed,800,,,1
185,2975,Directed,801,,,1
185,2727,Directed,802,,,1
185,3427,Directed,803,,,1
185,2976,Directed,804,,,1
185,2730,Directed,805,,,1
185,2731,Directed,806,,,1
185,2732,Directed,807,,,1
947,3163,Directed,808,,,1
667,3429,Directed,809,,,1
868,3292,Directed,810,,,1
47,2740,Directed,811,,,1
47,2741,Directed,812,,,1
47,3823,Directed,813,,,1
47,2743,Directed,814,,,1
47,2744,Directed,815,,,1
47,3495,Directed,816,,,1
47,2746,Directed,817,,,1
47,2747,Directed,818,,,1
47,2748,Directed,819,,,1
47,2847,Directed,820,,,1
47,2750,Directed,821,,,1
47,3332,Directed,822,,,1
47,3677,Directed,823,,,1
47,2799,Directed,824,,,1
47,3156,Directed,825,,,1
47,3839,Directed,826,,,1
47,2756,Directed,827,,,1
47,2757,Directed,828,,,1
47,2758,Directed,829,,,1
47,2759,Directed,830,,,1
47,3163,Directed,831,,,1
47,2761,Directed,832,,,1
47,2762,Directed,833,,,1
47,2763,Directed,834,,,1
47,2764,Directed,835,,,1
47,2765,Directed,836,,,1
47,2766,Directed,837,,,1
47,2767,Directed,838,,,1
47,2768,Directed,839,,,1
47,2769,Directed,840,,,1
47,2770,Directed,841,,,1
47,2771,Directed,842,,,1
47,2772,Directed,843,,,1
47,2773,Directed,844,,,1
47,2774,Directed,845,,,1
47,2775,Directed,846,,,1
47,2776,Directed,847,,,1
942,3806,Directed,848,,,1
982,3408,Directed,849,,,1
982,3409,Directed,850,,,1
252,3268,Directed,851,,,1
1067,3957,Directed,852,,,1
1067,3397,Directed,853,,,1
736,2792,Directed,854,,,1
736,3180,Directed,855,,,1
736,2794,Directed,856,,,1
736,2795,Directed,857,,,1
736,3637,Directed,858,,,1
742,2799,Directed,859,,,1
742,3895,Directed,860,,,1
742,3803,Directed,861,,,1
369,3681,Directed,862,,,1
369,3682,Directed,863,,,1
369,2805,Directed,864,,,1
369,3402,Directed,865,,,1
249,3246,Directed,866,,,1
1050,2808,Directed,867,,,1
1050,2809,Directed,868,,,1
110,2812,Directed,869,,,1
110,2813,Directed,870,,,1
110,2814,Directed,871,,,1
110,2815,Directed,872,,,1
110,2816,Directed,873,,,1
110,3943,Directed,874,,,1
110,2818,Directed,875,,,1
368,2819,Directed,876,,,1
314,2824,Directed,877,,,1
314,3677,Directed,878,,,1
314,3492,Directed,879,,,1
314,2827,Directed,880,,,1
155,3708,Directed,881,,,1
155,2834,Directed,882,,,1
155,2835,Directed,883,,,1
155,2836,Directed,884,,,1
155,3250,Directed,885,,,1
155,2838,Directed,886,,,1
155,3396,Directed,887,,,1
155,2840,Directed,888,,,1
155,3580,Directed,889,,,1
155,2842,Directed,890,,,1
794,3250,Directed,891,,,1
670,3162,Directed,892,,,1
536,2847,Directed,893,,,1
607,3113,Directed,894,,,1
607,3472,Directed,895,,,1
607,2850,Directed,896,,,1
607,2851,Directed,897,,,1
607,2852,Directed,898,,,1
1091,3919,Directed,899,,,1
245,3343,Directed,900,,,1
245,2856,Directed,901,,,1
245,2857,Directed,902,,,1
245,2858,Directed,903,,,1
245,3567,Directed,904,,,1
217,3749,Directed,905,,,1
217,3897,Directed,906,,,1
180,2867,Directed,907,,,1
180,2868,Directed,908,,,1
180,2869,Directed,909,,,1
180,2870,Directed,910,,,1
287,3237,Directed,911,,,1
287,3842,Directed,912,,,1
310,3675,Directed,913,,,1
455,3842,Directed,914,,,1
693,3332,Directed,915,,,1
694,3332,Directed,916,,,1
819,3555,Directed,917,,,1
576,3609,Directed,918,,,1
1145,2887,Directed,919,,,1
1145,2888,Directed,920,,,1
200,3160,Directed,921,,,1
200,2896,Directed,922,,,1
200,3268,Directed,923,,,1
200,3317,Directed,924,,,1
200,2899,Directed,925,,,1
188,3189,Directed,926,,,1
